code,entry_date,exit_date,days,entry,stop,R,half
005030,2022-05-04,2022-05-13,6,645.0,576.0714285714286,1.7047313989637303,False
005030,2022-10-06,2022-10-27,14,750.0,657.5,-0.9655805405405404,False
005030,2022-11-17,2022-11-21,2,824.0,736.1428571428571,-1.0887173983739833,False
005070,2020-05-14,2020-06-16,23,10421.0,9258.142857142857,1.0575176904176902,False
005070,2022-04-08,2022-04-29,15,41438.0,37902.107142857145,3.076569862128177,False
005070,2022-07-06,2022-08-24,34,47167.0,37733.6,1.0980719994911696,False
005070,2022-12-28,2023-05-09,88,53144.0,47781.857142857145,19.636077367790072,False
005070,2023-10-30,2023-11-13,10,144400.0,121828.57142857142,0.26514803797468345,False
005070,2023-11-15,2023-12-14,21,164800.0,137925.0,-0.396590511627907,False
005070,2024-02-16,2024-03-07,13,168500.0,148553.57142857142,-0.03055484333034914,False
005070,2024-06-05,2024-06-18,8,158100.0,142421.42857142858,-0.061116537585421446,False
005070,2025-08-18,2025-08-29,9,50300.0,44032.142857142855,-0.929019259259259,False
005070,2025-09-19,2025-10-01,8,44900.0,40873.21428571428,-1.5757543237250542,False
005070,2025-10-15,2025-11-06,16,46450.0,40958.92857142857,1.3842717398373987,False
005070,2026-01-06,2026-03-04,37,44950.0,39119.642857142855,0.6724365084226644,False
005070,2026-03-06,2026-04-06,21,49100.0,39280.0,0.2094429735234216,False
005070,2026-05-22,2026-06-04,7,51500.0,42205.357142857145,-0.36974416906820373,False
005090,2020-05-22,2020-06-15,16,30250.0,27285.714285714286,-0.7382672289156628,False
005090,2020-06-17,2020-06-22,3,29300.0,27005.35714285714,0.8943003891050577,False
005090,2020-08-06,2020-08-18,7,29750.0,28098.214285714286,3.7753565405405416,False
005090,2021-11-15,2021-11-30,11,47450.0,43976.78571428572,-1.0412660154241655,False
005090,2021-12-14,2022-01-13,21,46600.0,42751.78571428572,-0.08402598607888638,False
005090,2022-01-17,2022-02-18,21,49300.0,46532.142857142855,0.38263174193548355,False
005090,2023-11-17,2023-12-18,21,28900.0,26944.64285714286,-0.6061578082191786,False
005090,2024-04-25,2024-05-03,5,26350.0,24519.64285714286,-1.1581783414634157,False
005090,2024-05-13,2024-06-07,17,25500.0,23142.85714285714,0.2017781818181817,False
005090,2024-07-19,2024-08-06,12,25600.0,24323.214285714286,-0.6036525874125876,False
005090,2024-11-15,2024-12-10,17,25700.0,23476.785714285714,-0.9072854618473893,False
005090,2024-12-18,2024-12-19,1,26650.0,24775.0,-0.466904,False
005090,2024-12-24,2025-01-02,4,26450.0,24101.785714285714,-0.7756319391634979,False
005090,2025-06-10,2025-06-18,6,25250.0,23669.64285714286,-0.64430372881356,False
005090,2025-06-25,2025-07-24,21,25350.0,23626.785714285714,0.507783626943005,False
005090,2025-08-07,2025-08-22,10,24550.0,22933.928571428572,-0.8438457458563541,False
005090,2025-12-03,2025-12-26,16,23700.0,22342.85714285714,-0.3408668421052628,False
005090,2026-02-05,2026-02-24,10,25500.0,23071.428571428572,7.706271176470591,False
005110,2021-01-08,2021-01-27,13,6140.0,5304.285714285715,-0.17838153846153854,False
005110,2021-05-20,2021-06-30,29,5400.0,4975.0,0.8770823529411764,False
005110,2021-08-24,2021-09-10,13,5600.0,4692.857142857143,-0.3592488188976379,False
005110,2022-05-25,2022-05-27,2,4860.0,4196.428571428572,-0.5458432723358452,False
005110,2022-06-29,2022-07-20,15,4020.0,3216.0,-0.40086169154228857,False
005110,2022-08-01,2022-08-24,16,4500.0,3953.5714285714284,-0.8056203921568625,False
005110,2022-12-16,2022-12-21,3,4100.0,3642.1428571428573,-1.0965926989079569,False
005110,2023-01-11,2023-01-26,9,3868.0,3400.1428571428573,-0.9429527938931301,False
005110,2023-04-20,2023-04-25,3,3888.0,3314.4285714285716,-0.9778506600249068,False
005180,2020-08-26,2020-09-10,11,58000.0,54214.28571428572,-0.7054098113207553,False
005180,2020-09-22,2020-10-06,7,57800.0,54817.857142857145,0.07407760479041922,False
005180,2021-02-24,2021-03-12,11,59500.0,57196.42857142857,-1.2489389147286827,False
005180,2021-03-23,2021-05-03,29,59600.0,57707.142857142855,1.1126037735849044,False
005180,2022-04-21,2022-04-28,5,56400.0,54667.857142857145,-1.1920379381443313,False
005180,2023-04-14,2023-05-03,12,42800.0,41237.5,0.059884799999999995,False
005180,2024-11-21,2025-01-31,44,72000.0,66357.14285714286,0.3450043037974682,False
005180,2025-02-05,2025-04-10,45,80000.0,71339.28571428571,1.33665649484536,False
005180,2026-02-11,2026-03-03,10,81000.0,76696.42857142857,-0.4377410788381736,False
005180,2026-05-18,2026-05-21,3,79100.0,74528.57142857143,-1.1731956250000017,False
005190,2020-05-12,2020-06-10,21,17250.0,15660.714285714286,0.010614831460674164,False
005190,2020-06-17,2020-07-16,21,16850.0,14903.57142857143,-0.39999926605504604,False
005190,2020-08-20,2020-09-01,8,16600.0,15751.785714285714,-1.2102425263157888,False
005190,2020-10-14,2020-10-27,9,16300.0,15594.642857142857,-1.1707048101265818,False
005190,2020-12-04,2020-12-30,17,16150.0,15569.642857142857,0.12403569230769225,False
005190,2021-01-08,2021-02-01,16,16300.0,15237.5,-0.44886588235294117,False
005190,2021-02-18,2021-03-22,21,16250.0,15642.857142857143,1.759396470588236,False
005250,2020-09-29,2020-10-19,10,23350.0,20867.85714285714,-0.6474768345323737,False
005250,2020-10-26,2020-11-17,16,23650.0,21257.14285714286,4.40944417910448,False
005250,2021-05-28,2021-06-23,18,34900.0,29516.071428571428,-0.36433990049751236,False
005250,2023-11-20,2023-12-04,10,15250.0,14328.57142857143,-0.6202868217054268,False
005250,2023-12-06,2024-01-09,21,15240.0,14395.357142857143,0.6686092177589854,False
005250,2024-01-23,2024-04-04,49,14860.0,13890.357142857143,2.2186653406998165,False
005250,2024-07-15,2024-08-06,16,15710.0,14560.0,-1.3396147826086957,False
005250,2024-08-09,2024-09-02,15,16350.0,14321.42857142857,0.06940549295774644,False
005250,2024-09-19,2024-10-23,21,15930.0,14451.42857142857,0.292074492753623,False
005250,2024-10-29,2024-11-13,11,15790.0,14841.785714285714,-0.5949868173258,False
005250,2024-12-04,2025-01-03,19,15740.0,14702.5,0.35948240963855416,False
005250,2025-06-09,2025-06-27,14,16200.0,14926.785714285714,-0.037589116409537146,False
005250,2025-08-27,2025-09-29,23,15070.0,14212.857142857143,0.7644641666666669,False
005250,2026-01-28,2026-03-04,21,15810.0,14692.142857142857,-0.4334498402555909,False
005250,2026-05-14,2026-05-29,10,15900.0,13812.5,-1.2254385628742515,False
005257,2020-12-30,2021-01-11,6,131500.0,106767.85714285714,-0.4688190613718412,False
005257,2022-06-02,2022-06-08,3,83000.0,75205.35714285714,-0.24291683848797258,False
005257,2022-07-01,2022-07-27,18,55500.0,44400.0,0.2902747747747748,False
005257,2023-11-23,2023-11-28,3,32000.0,30017.85714285714,-0.655757477477477,False
005257,2024-01-08,2024-01-18,8,30800.0,25800.0,-0.139205,False
005257,2024-02-05,2024-03-05,18,30550.0,28960.714285714286,-0.8134755056179778,False
005257,2024-08-09,2024-08-29,13,28600.0,25001.785714285714,-0.5367495781637716,False
005257,2024-12-02,2024-12-03,1,25700.0,23494.64285714286,-0.3497007287449395,False
005257,2025-05-23,2025-05-29,4,23550.0,20932.14285714286,-1.1092278308321972,False
005257,2025-06-04,2025-06-11,4,28350.0,23250.0,3.6474274509803926,False
005257,2025-09-04,2025-09-18,10,27450.0,25708.928571428572,-0.6481411282051286,False
005257,2025-09-22,2025-10-14,11,27950.0,26244.64285714286,-0.8092351832460741,False
005257,2026-05-14,2026-05-18,2,28200.0,25110.714285714286,-0.8503939884393066,False
005257,2026-05-21,2026-06-05,9,27100.0,21796.428571428572,-1.0769346801346804,False
005300,2020-12-07,2021-02-01,37,102000.0,94946.42857142857,1.9088486075949351,False
005300,2021-08-24,2021-11-01,44,133000.0,122017.85714285714,1.1217027642276425,False
005300,2022-02-03,2022-03-08,22,147000.0,133964.2857142857,0.21347890410958897,False
005300,2022-09-14,2022-10-05,14,160000.0,150982.14285714287,-0.5272649504950503,False
005300,2022-12-12,2023-01-03,15,166000.0,150910.7142857143,0.24443502958579888,False
005300,2023-01-06,2023-02-02,17,167500.0,149464.2857142857,-0.6856240792079206,False
005300,2023-02-08,2023-03-07,18,169700.0,157485.7142857143,-0.6052568421052633,False
005300,2023-03-30,2023-04-11,8,162300.0,152335.7142857143,-0.3582594982078855,False
005300,2023-04-14,2023-04-26,8,160600.0,151939.2857142857,-0.4572740618556698,False
005300,2023-11-01,2023-11-21,14,146500.0,136553.57142857142,0.39025263913824026,False
005300,2024-02-05,2024-02-07,2,140000.0,131160.7142857143,-1.5869811717171725,False
005300,2024-06-13,2024-06-25,8,137000.0,129642.85714285714,-0.1706667961165049,False
005300,2024-07-25,2024-08-26,21,135600.0,128850.0,0.3022533333333333,False
005300,2024-08-28,2024-09-09,8,137000.0,127517.85714285714,-1.1099737853107348,False
005300,2024-09-27,2024-10-08,5,134900.0,127542.85714285714,-0.9821394174757284,False
005300,2025-06-09,2025-07-28,35,116800.0,110746.42857142857,2.492338643067844,False
005300,2025-10-17,2025-11-10,16,115700.0,110610.71428571429,0.6742478596491234,False
005300,2026-03-06,2026-03-27,15,122800.0,107960.71428571429,-0.4964524669073407,False
005300,2026-05-06,2026-05-08,2,126500.0,119892.85714285714,-1.0573526486486489,False
005305,2020-06-18,2020-06-22,2,71500.0,63089.28571428571,-0.9295821656050951,False
005305,2020-07-21,2020-07-22,1,65100.0,59778.57142857143,0.4282571812080536,False
005305,2020-08-04,2020-08-21,12,62700.0,51646.42857142857,-0.270686268174475,False
005305,2020-09-15,2020-09-23,6,60700.0,57182.142857142855,-0.9894659898477152,False
005305,2020-10-13,2020-11-11,21,59100.0,55939.28571428572,-0.46816000000000046,False
005305,2021-10-08,2021-11-01,15,74500.0,70017.85714285714,-0.8358457370517932,False
005305,2022-02-10,2022-03-08,17,75200.0,70057.14285714286,-0.7291161111111107,False
005305,2022-03-25,2022-04-28,24,76700.0,72575.0,0.7805963636363636,False
005305,2022-06-22,2022-07-13,15,75200.0,69753.57142857143,-0.9629778360655749,False
005305,2022-12-08,2023-01-05,19,72700.0,69521.42857142857,-0.9250633707865151,False
005305,2023-01-16,2023-02-16,21,73000.0,67928.57142857143,0.12743943661971846,False
005305,2023-11-07,2023-12-01,18,68200.0,65021.42857142857,0.3046494382022473,False
005305,2024-01-31,2024-03-05,21,67600.0,63492.857142857145,0.06660104347826089,False
005305,2024-04-19,2024-05-23,21,67500.0,65035.71428571428,-0.010140869565217382,False
005305,2024-05-31,2024-06-25,16,67100.0,65189.28571428572,-0.16856523364486012,False
005305,2024-07-01,2024-07-30,21,67300.0,64246.42857142857,-0.07315040935672518,False
005305,2024-08-01,2024-08-06,3,68100.0,65600.0,-0.5693,False
005305,2024-11-29,2024-12-30,20,67500.0,63803.57142857143,-0.4921101449275361,False
005305,2025-04-30,2025-06-04,21,65900.0,62792.857142857145,0.25105057471264386,False
005305,2025-10-02,2025-10-21,8,69600.0,66975.0,-0.5069638095238095,False
005305,2025-10-23,2025-11-10,12,68800.0,65192.857142857145,-0.6165461386138618,False
005305,2025-11-18,2025-12-15,19,68700.0,66414.28571428571,2.602884374999995,False
005305,2026-06-04,2026-06-09,3,76000.0,67928.57142857143,-0.7984546902654873,False
005320,2021-04-22,2021-05-14,15,7840.0,7175.714285714285,-0.7618423655913974,False
005320,2021-08-12,2021-08-18,3,7640.0,6825.714285714285,-1.073210526315789,False
005320,2021-10-05,2021-10-22,12,7300.0,5873.214285714286,-1.3797713141426788,False
005320,2021-12-14,2021-12-17,3,7080.0,5844.285714285714,-1.0921845086705197,False
005320,2023-02-03,2023-02-16,9,3138.0,2790.1428571428573,-1.0232183162217665,False
005320,2023-03-03,2023-03-17,10,3140.0,2764.285714285714,-0.5176220532319391,False
005320,2025-01-08,2025-01-14,4,1048.0,838.4000000000001,-0.4329513358778628,False
005320,2025-01-17,2025-02-04,8,1066.0,852.8000000000001,-0.43539587242026284,False
005320,2025-02-06,2025-02-21,11,1010.0,808.0,-0.083209900990099,False
005320,2025-05-15,2025-06-18,22,956.0,844.2142857142857,0.4047583386581468,False
005320,2026-02-24,2026-03-06,7,1070.0,930.7142857142858,-1.1818010256410263,False
005320,2026-03-17,2026-04-10,18,1024.0,819.2,-0.04346679687500001,False
005320,2026-04-15,2026-04-28,9,1046.0,938.5,1.158606511627907,False
005360,2020-06-02,2020-06-04,2,4620.0,3920.0,0.41683499999999996,False
005360,2020-12-30,2021-01-12,7,5530.0,4846.071428571428,-0.24283530026109654,False
005360,2021-01-14,2021-01-29,11,5650.0,4728.571428571428,-0.19168604651162788,False
005360,2021-04-14,2021-05-03,13,6320.0,5120.0,-0.5900766666666667,False
005360,2021-06-03,2021-06-29,18,5970.0,5280.714285714285,0.07410569948186524,False
005360,2021-07-13,2021-07-21,6,5840.0,5190.0,0.23288307692307691,False
005360,2021-07-26,2021-08-11,12,5800.0,5178.571428571428,-0.5740820689655171,False
005360,2022-04-05,2022-04-18,9,5360.0,4812.678571428572,-1.1851637194127245,False
005360,2023-02-08,2023-02-23,11,3640.0,3355.1785714285716,-0.35879147335423217,False
005360,2023-03-02,2023-03-14,8,3645.0,3330.714285714286,-0.9594947727272729,False
005360,2023-04-04,2023-04-25,15,3430.0,3134.464285714286,-0.6458999395770395,False
005360,2023-06-07,2023-06-26,13,3380.0,3230.8928571428573,0.5262155688622762,False
005360,2023-08-24,2023-08-31,5,3555.0,3194.285714285714,1.5414928712871285,False
005360,2024-05-13,2024-05-20,4,3095.0,2900.3571428571427,-1.1004565137614668,False
005360,2025-06-11,2025-07-10,21,2195.0,2086.964285714286,-0.32816462809917374,False
005360,2025-07-22,2025-08-06,11,2125.0,2024.107142857143,-0.693825132743363,False
005360,2025-08-27,2025-08-28,1,2720.0,2535.1785714285716,-0.2054604830917876,False
005360,2025-09-17,2025-09-22,3,2100.0,1714.2857142857142,-0.2070159259259259,False
005380,2020-07-20,2020-08-21,23,119500.0,111071.42857142857,4.484668644067793,False
005380,2021-08-03,2021-08-18,10,219000.0,209982.14285714287,-1.0007699009901003,False
005380,2022-07-26,2022-08-19,17,196000.0,182875.0,-0.7551314285714286,False
005380,2022-08-26,2022-09-26,19,192500.0,180714.2857142857,-0.5435266666666665,False
005380,2023-02-17,2023-03-15,17,177400.0,167757.14285714287,-0.5741047407407415,False
005380,2023-03-20,2023-05-31,49,176500.0,167714.2857142857,2.626263414634145,False
005380,2023-10-18,2023-10-23,3,190400.0,182471.42857142858,-0.8946706306306316,False
005380,2023-12-18,2024-01-04,10,192800.0,186353.57142857142,-0.2672487534626035,False
005380,2024-01-30,2024-03-20,33,196000.0,186446.42857142858,4.491932710280378,False
005380,2024-08-07,2024-09-04,19,233000.0,202196.42857142858,-0.10102075362318844,False
005380,2024-09-19,2024-10-04,9,244000.0,221410.7142857143,-0.42689043478260874,False
005380,2024-10-08,2024-10-18,7,244500.0,224678.57142857142,-0.4363383783783782,False
005380,2025-06-26,2025-07-25,21,214500.0,197178.57142857142,-0.03067010309278349,False
005385,2020-07-21,2020-07-23,2,65900.0,61739.28571428572,-0.41139570815450677,False
005385,2022-07-25,2022-08-19,18,93800.0,90460.71428571429,-1.6869116577540129,False
005385,2022-09-06,2022-09-26,12,92900.0,87828.57142857143,-0.834750985915494,False
005385,2023-01-31,2023-03-21,34,86000.0,82178.57142857143,1.1960710280373852,False
005385,2023-11-03,2024-01-08,43,101700.0,97128.57142857143,1.3103978125000018,False
005385,2024-11-27,2024-12-05,6,161500.0,152017.85714285713,-0.8701039548022588,False
005385,2025-06-18,2025-06-30,8,157600.0,149564.2857142857,-0.2925937777777776,False
005385,2025-07-02,2025-08-01,22,158100.0,148930.35714285713,0.19984856864654305,False
005387,2020-08-05,2020-08-19,9,71600.0,64475.0,1.378618947368421,False
005387,2021-12-27,2022-01-20,17,104500.0,99696.42857142857,-1.0381338289962811,False
005387,2022-07-25,2022-08-11,13,94600.0,90046.42857142857,-0.49370917647058754,False
005387,2022-08-17,2022-08-19,2,94000.0,89857.14285714286,-1.0952996551724132,False
005387,2022-09-01,2022-09-21,12,92800.0,87978.57142857143,-0.2577659259259263,False
005387,2023-01-30,2023-03-22,36,87000.0,83125.0,1.358345806451613,False
005387,2023-11-03,2023-12-19,32,102900.0,98096.42857142857,1.4948606691449795,False
005387,2024-11-08,2024-12-03,17,162300.0,151050.0,-0.308456,False
005387,2025-01-13,2025-02-17,21,164500.0,156607.14285714287,-0.2768300452488692,False
005387,2025-02-24,2025-03-04,5,165400.0,158828.57142857142,-1.8498717391304322,False
005387,2025-06-19,2025-07-18,21,162000.0,153642.85714285713,0.26474358974358936,False
005389,2020-07-31,2020-08-19,12,64500.0,59321.42857142857,1.5761779310344832,False
005389,2021-08-13,2021-08-18,2,99000.0,95767.85714285714,-1.2263226519337025,False
005389,2022-07-25,2022-08-11,13,90000.0,86625.0,-0.5119140740740741,False
005389,2022-08-16,2022-08-18,2,89600.0,86814.28571428571,-1.442430769230767,False
005389,2022-09-05,2022-09-27,14,88500.0,84232.14285714286,-1.290570376569037,False
005389,2023-01-30,2023-03-28,40,84000.0,80875.0,1.1148576,False
005389,2024-11-12,2024-12-05,17,157000.0,149142.85714285713,-0.5145267272727264,False
005389,2025-06-18,2025-07-01,9,156500.0,149178.57142857142,-0.30680487804878015,False
005390,2020-06-02,2020-06-16,10,1550.0,1293.75,-0.1457209756097561,False
005390,2021-04-12,2021-07-13,64,1750.0,1576.7857142857142,9.100594639175254,False
005390,2022-02-03,2022-02-16,9,3385.0,2849.285714285714,-0.04893466666666666,False
005390,2023-08-30,2023-09-15,12,2160.0,1804.2857142857142,-0.6735995983935742,False
005390,2023-10-17,2023-11-15,21,2160.0,1976.9642857142858,-0.2472331707317074,False
005390,2024-02-21,2024-03-05,8,1985.0,1867.3214285714287,-0.8855860394537185,False
005390,2024-05-09,2024-05-21,7,1945.0,1869.642857142857,-0.5074542180094784,False
005390,2024-06-21,2024-07-15,16,2280.0,2155.3571428571427,-0.007838395415472769,False
005390,2024-11-27,2024-12-10,9,2070.0,1937.857142857143,-1.2065805405405408,False
005390,2024-12-17,2025-01-20,21,2210.0,2046.0714285714287,-0.30791459694989126,False
005390,2025-03-17,2025-04-01,11,2185.0,2070.714285714286,-1.312727500000001,False
005390,2025-04-28,2025-07-11,49,2300.0,2114.285714285714,10.67424615384615,False
005420,2020-11-30,2020-12-08,6,7854.0,7294.357142857143,0.24074264199106582,False
005420,2021-05-28,2021-06-14,11,9549.0,8695.607142857143,0.2476156183301947,False
005420,2022-01-13,2022-01-26,9,12733.0,11496.035714285714,-1.0888442096145512,False
005420,2022-04-11,2022-04-29,14,13508.0,12379.25,0.6639782945736434,False
005420,2022-06-27,2022-07-29,24,15053.0,12505.678571428572,0.6262361247809326,False
005420,2023-09-01,2023-09-08,5,42506.0,37814.92857142857,-0.21474177388656265,False
005420,2025-08-07,2025-08-22,10,17460.0,15347.5,-0.006645680473372782,False
005420,2025-09-16,2025-09-29,9,16690.0,15647.142857142857,-1.089903835616438,False
005420,2025-10-17,2025-11-07,15,18530.0,16710.35714285714,-0.40491407262021556,False
005420,2025-11-28,2025-12-17,13,17150.0,14882.142857142857,-0.36591590551181097,False
005420,2026-01-27,2026-03-04,22,15930.0,14137.142857142857,-0.7486781673306772,False
005420,2026-04-20,2026-05-13,15,16690.0,14941.785714285714,-0.4335097854954033,False
005430,2020-11-12,2020-11-18,4,35600.0,32501.785714285714,1.0547156195965417,False
005430,2021-11-09,2021-11-18,7,47250.0,44044.642857142855,-1.283454484679665,False
005430,2022-02-10,2022-03-15,21,46700.0,42458.92857142857,0.15865566315789478,False
005430,2022-06-07,2022-06-13,4,47500.0,43785.71428571428,-1.3360105769230757,False
005430,2023-01-10,2023-02-15,24,41450.0,38726.78571428572,0.8236424918032796,False
005430,2023-03-16,2023-04-14,21,39950.0,36735.71428571428,0.2659299999999997,False
005430,2023-05-19,2023-05-30,6,39700.0,38208.92857142857,-0.8296685029940126,False
005430,2023-08-14,2023-08-23,6,43500.0,39625.0,-0.9412683870967742,False
005430,2023-09-26,2023-10-10,5,40900.0,38775.0,-1.0539082352941176,False
005430,2023-11-03,2023-12-12,27,40650.0,37783.92857142857,1.2707900311526485,False
005430,2025-05-30,2025-06-24,15,54300.0,49800.0,-0.3458555555555555,False
005430,2025-07-02,2025-08-14,31,52900.0,48453.57142857143,1.399916787148594,False
005430,2026-05-07,2026-06-08,20,64000.0,59839.28571428572,1.9144333047210313,False
005440,2020-11-23,2020-12-17,18,5328.0,4985.857142857143,1.2099340709812119,False
005440,2021-08-19,2021-08-23,2,6368.0,6064.25,-1.3967502880658436,False
005440,2021-08-25,2021-09-24,19,6382.0,5949.321428571428,-0.13299595542715636,False
005440,2022-04-21,2022-05-10,12,6125.0,5841.25,-1.4243496035242291,False
005440,2023-12-26,2023-12-28,2,3830.0,3669.285714285714,-1.323718666666666,False
005440,2024-01-30,2024-02-22,15,3745.0,3565.535714285714,4.453911243781093,False
005440,2024-08-09,2024-08-14,3,4280.0,3895.1785714285716,-0.09223628770301628,False
005440,2024-10-24,2024-11-13,14,4365.0,4116.785714285715,1.0600014388489225,False
005490,2020-07-29,2020-08-27,20,199500.0,183517.85714285713,-0.5588236871508376,False
005490,2020-10-05,2020-11-02,19,196500.0,184625.0,1.0956294736842105,False
005490,2021-08-25,2021-09-24,19,324500.0,301732.14285714284,1.0478917647058816,False
005490,2021-10-15,2021-10-25,6,330000.0,303035.71428571426,-1.0382826490066215,False
005490,2022-11-08,2022-12-07,21,277500.0,253035.7142857143,0.18999941605839418,False
005490,2023-10-30,2023-11-13,10,417500.0,360357.14285714284,0.6190143749999998,False
005490,2025-03-21,2025-03-31,6,327500.0,287767.85714285716,-1.168411685393259,False
005490,2025-07-03,2025-08-01,21,294000.0,269000.0,0.28243,False
005490,2025-09-09,2025-10-02,17,282000.0,262357.14285714284,-0.4240981818181815,False
005490,2025-10-15,2025-11-10,18,278500.0,261982.14285714287,1.2163956756756766,False
005500,2020-11-05,2020-11-16,7,27100.0,25278.571428571428,0.01066470588235294,False
005500,2020-11-19,2020-12-09,14,27300.0,25273.214285714286,-0.23677145374449346,False
005500,2021-01-08,2021-01-18,6,27500.0,25803.571428571428,-1.105985263157894,False
005500,2021-06-03,2021-06-08,3,28200.0,26369.64285714286,-0.2100874146341465,False
005500,2021-06-24,2021-07-22,20,27100.0,24992.85714285714,-0.0853833898305084,False
005500,2021-08-24,2021-09-10,13,26850.0,24617.85714285714,-0.3703033599999997,False
005500,2021-10-15,2021-11-05,15,26350.0,24680.35714285714,-0.4936205347593578,False
005500,2021-11-17,2021-11-30,9,26650.0,25310.714285714286,-1.0257669333333337,False
005500,2021-12-16,2022-01-06,14,26700.0,25039.285714285714,-1.097449462365591,False
005500,2022-09-21,2022-09-27,4,25400.0,23944.64285714286,-0.15225815950920263,False
005500,2022-10-31,2022-11-28,20,25550.0,22773.214285714286,-0.11595421221864954,False
005500,2023-07-24,2023-07-27,3,23850.0,22100.0,-1.5177514285714286,False
005500,2023-09-12,2023-09-22,8,23300.0,21710.714285714286,-0.7915788764044946,False
005500,2023-11-08,2023-11-24,12,22550.0,20308.928571428572,-0.2039582470119523,False
005500,2023-12-27,2024-01-18,14,21550.0,20567.85714285714,-1.0694014545454529,False
005500,2025-06-02,2025-06-24,14,18000.0,17337.5,1.6297947169811322,False
005500,2026-01-13,2026-02-11,21,19250.0,17999.10714285714,0.06955511777301919,False
005500,2026-02-20,2026-03-03,6,19670.0,18768.214285714286,-1.1878453861386145,False
005500,2026-05-15,2026-05-18,1,23750.0,22101.785714285714,-2.336847237269772,False
005500,2026-06-08,2026-07-07,21,18690.0,14952.0,-0.12798956661316213,False
005610,2020-10-23,2020-10-30,5,68100.0,63850.0,-0.5693999999999999,False
005610,2020-11-04,2020-11-27,17,68500.0,61642.857142857145,0.44624708333333346,False
005610,2021-08-25,2021-09-28,21,81900.0,76025.0,-0.3892510638297872,False
005610,2021-10-21,2021-11-10,14,79600.0,74600.0,-0.89371,False
005610,2022-02-08,2022-03-10,20,80100.0,73439.28571428571,0.30140911528150116,False
005610,2022-07-05,2022-08-02,20,82000.0,74017.85714285714,-0.42390872483221487,False
005610,2022-09-05,2022-09-20,9,80200.0,74164.28571428571,-0.36102106508875714,False
005610,2022-09-23,2022-10-13,12,84000.0,78285.71428571429,-1.1868640000000008,False
005610,2023-04-20,2023-05-23,21,75300.0,69496.42857142857,0.12663409230769218,False
005610,2023-06-19,2023-06-28,7,74200.0,70003.57142857143,-1.2249273191489378,False
005610,2024-06-17,2024-06-20,3,65500.0,60982.142857142855,-1.0402896442687743,False
005610,2025-01-07,2025-01-10,3,55600.0,51555.357142857145,-1.1995373068432678,False
005610,2025-03-10,2025-04-24,33,52800.0,48844.642857142855,2.2794073137697506,False
005610,2025-05-29,2025-07-29,41,52600.0,48082.142857142855,0.6942007905138338,False
005610,2025-08-28,2025-09-23,18,53900.0,51132.142857142855,0.30263483870967717,False
005610,2025-12-12,2025-12-30,11,55300.0,52425.0,-0.8896869565217391,False
005610,2026-02-27,2026-03-05,3,54000.0,51482.142857142855,-0.8550643971631198,False
005680,2020-08-13,2020-09-14,21,8320.0,7652.142857142857,0.11928898395721921,False
005680,2020-10-05,2020-10-28,16,8040.0,7534.642857142857,-0.3130380212014133,False
005680,2020-11-03,2020-12-23,36,7900.0,7503.571428571428,3.700785225225224,False
005680,2021-08-24,2021-09-17,18,12750.0,11500.0,0.190248,False
005680,2021-10-25,2021-11-08,10,12600.0,11555.357142857143,-0.9642960683760686,False
005680,2022-01-19,2022-01-25,4,12300.0,11371.42857142857,-1.4052930769230758,False
005680,2022-05-06,2022-05-10,2,11550.0,10871.42857142857,-0.5957884210526309,False
005680,2022-05-16,2022-06-13,18,11750.0,10651.785714285714,-0.3690035772357722,False
005680,2022-08-22,2022-09-19,18,10900.0,10230.357142857143,-0.9711744000000004,False
005680,2023-05-08,2023-06-08,21,10050.0,9405.357142857143,-0.5386703601108035,False
005680,2023-07-03,2023-07-11,6,9640.0,9279.285714285714,-1.1782677227722755,False
005680,2024-01-04,2024-01-05,1,9070.0,8580.714285714286,1.133251970802921,False
005680,2024-07-15,2024-08-06,16,9300.0,8848.214285714286,-2.2387582608695675,False
005680,2024-10-08,2024-12-04,40,9570.0,9134.285714285714,0.8553265573770481,False
005680,2024-12-11,2025-01-14,21,9800.0,9376.785714285714,-0.3466565400843878,False
005680,2025-09-05,2025-09-17,8,10580.0,10072.857142857143,0.0767416901408451,False
005680,2025-10-01,2025-11-03,18,10670.0,10075.357142857143,-0.03584504504504506,False
005680,2025-12-05,2026-01-05,18,10680.0,10176.42857142857,-0.6559943262411339,False
005680,2026-01-23,2026-03-05,25,10990.0,10443.57142857143,0.724272156862746,False
005690,2020-10-26,2020-11-23,20,18400.0,15025.0,1.0074459259259259,False
005690,2021-04-23,2021-05-06,8,18200.0,16128.571428571428,-1.1247962068965511,False
005690,2021-05-17,2021-06-04,13,18300.0,16183.928571428572,-0.8186845569620257,False
005690,2021-06-22,2021-07-21,21,17850.0,16510.714285714286,0.4197573333333335,False
005690,2021-08-06,2021-08-13,5,17750.0,16455.35714285714,-0.45074206896551666,False
005690,2021-08-18,2021-08-23,3,17600.0,16108.92857142857,-1.1595923353293407,False
005690,2022-05-17,2022-06-15,19,13450.0,12226.785714285714,0.23240817518248164,False
005690,2022-07-15,2022-08-01,11,12900.0,11319.642857142857,-0.8275312994350281,False
005690,2022-08-05,2022-08-23,11,12650.0,11408.92857142857,-0.16938992805755385,False
005690,2022-08-26,2022-09-16,13,12700.0,10762.5,-0.6744954838709678,False
005690,2022-12-19,2023-01-03,10,12000.0,11005.357142857143,-1.4107023339317777,False
