code,fiscal_year,op_income,depr,amort,cfo,capex,st_debt,lt_debt,bond,cash,EBITDA,net_debt,FCF
089860,2022,308394412876.0,,,-419201789072.0,4790761949.0,1996482722376.0,2697044711937.0,2697044711937.0,429808735021.0,308394412876.0,6960763411229.0,-423992551021.0
089860,2023,305192202982.0,,,498315759799.0,4581907737.0,988281458300.0,2526102173669.0,2526102173669.0,517269404776.0,305192202982.0,5523216400862.0,493733852062.0
089860,2024,284811996731.0,,,325518284130.0,5562016464.0,359378943677.0,1973086446524.0,2106491810541.0,517269404776.0,284811996731.0,3921687795966.0,319956267666.0
089860,2025,312502750438.0,,,-512641924934.0,3178690035.0,872603445000.0,2273532601043.0,2273532601043.0,450610357971.0,312502750438.0,4969058289115.0,-515820614969.0
097230,2020,78346000000.0,,,264454000000.0,-4160000000.0,0.0,507066000000.0,28882000000.0,213893000000.0,78346000000.0,322055000000.0,260294000000.0
097230,2021,-139844000000.0,,,-110633000000.0,4907000000.0,0.0,501064000000.0,28455000000.0,213893000000.0,-139844000000.0,315626000000.0,-115540000000.0
097230,2022,6625000000.0,,,84575000000.0,64275000000.0,,551007000000.0,29421000000.0,118309000000.0,6625000000.0,462119000000.0,20300000000.0
097230,2023,-108787000000.0,,,154788000000.0,9481000000.0,,25785000000.0,0.0,350257000000.0,-108787000000.0,-324472000000.0,145307000000.0
097230,2024,7252000000.0,,,-86365000000.0,5394000000.0,544290000000.0,25000000000.0,25589000000.0,350257000000.0,7252000000.0,244622000000.0,-91759000000.0
097230,2025,67074000000.0,,,6330000000.0,10661000000.0,397696000000.0,43798000000.0,22500000000.0,332206000000.0,67074000000.0,131788000000.0,-4331000000.0
006280,2020,50252525869.0,,,35973500914.0,82875541737.0,,,20000000000.0,232288414078.0,50252525869.0,-212288414078.0,-46902040823.0
006280,2021,73661620779.0,,,125978948878.0,102321206487.0,,,,232288414078.0,73661620779.0,,23657742391.0
006280,2022,81263665843.0,,,119154310889.0,57996103116.0,,,30000000000.0,186060276974.0,81263665843.0,-156060276974.0,61158207773.0
006280,2023,34436169536.0,,,-5472809765.0,79087050007.0,,,,105365807601.0,34436169536.0,,-84559859772.0
006280,2024,32107347889.0,,,-53460079255.0,31991845153.0,,,0.0,49706128323.0,32107347889.0,-49706128323.0,-85451924408.0
006280,2025,69149857151.0,,,99462778248.0,72362076109.0,,,20000000000.0,49372311054.0,69149857151.0,-29372311054.0,27100702139.0
420770,2023,35013634833.0,,,13148870871.0,4414722532.0,,,,30592812182.0,35013634833.0,,8734148339.0
420770,2024,-1786928658.0,,,2986703835.0,31872322425.0,,20000000000.0,20000000000.0,30592812182.0,-1786928658.0,9407187818.0,-28885618590.0
420770,2025,12100818200.0,,,25653570139.0,4632671533.0,,20000000000.0,20000000000.0,39782117977.0,12100818200.0,217882023.0,21020898606.0
096530,2020,676189736451.0,,,383157253783.0,174028594755.0,46228895048.0,44449003657.0,,308126218773.0,676189736451.0,-217448320068.0,209128659028.0
096530,2021,666658312398.0,,,334024477480.0,61656958125.0,39500000000.0,43141951557.0,,432132025887.0,666658312398.0,-349490074330.0,272367519355.0
096530,2022,196492262649.0,,,319008873805.0,63263162407.0,39500000000.0,40994297356.0,,521348354708.0,196492262649.0,-440854057352.0,255745711398.0
096530,2023,-30053478765.0,,,94932061457.0,25153768970.0,35000000000.0,40865951272.0,,521348354708.0,-30053478765.0,-445482403436.0,69778292487.0
096530,2024,-16479248127.0,,,85390804877.0,39993640556.0,35000000000.0,40761857531.0,,259696958381.0,-16479248127.0,-183935100850.0,45397164321.0
096530,2025,34549810779.0,,,149333824192.0,37356395832.0,35000000000.0,41073887576.0,,259696958381.0,34549810779.0,-183623070805.0,111977428360.0
229640,2020,16082164575.0,,,-13703004076.0,4298567111.0,304263160335.0,11470000000.0,,22475797383.0,16082164575.0,293257362952.0,-18001571187.0
229640,2021,28199819675.0,,,-32480409189.0,1874583674.0,378973153278.0,10000000000.0,,11062629107.0,28199819675.0,377910524171.0,-34354992863.0
229640,2022,27451816095.0,,,8160195391.0,9174652946.0,412062616554.0,10000000000.0,,24790489331.0,27451816095.0,397272127223.0,-1014457555.0
229640,2023,29489190951.0,,,37585967695.0,3452189089.0,473772257561.0,-10000000000.0,,24790489331.0,29489190951.0,438981768230.0,34133778606.0
229640,2024,44768330622.0,,,18522125220.0,1769620884.0,600903064738.0,0.0,,31221911936.0,44768330622.0,569681152802.0,16752504336.0
229640,2025,66778106845.0,,,72484666167.0,2052031754.0,478032602314.0,,,42324432077.0,66778106845.0,435708170237.0,70432634413.0
020560,2020,-482090147054.0,,,-405485383017.0,336406697018.0,2614000000000.0,243325880000.0,496017173504.0,508191160297.0,-482090147054.0,2845151893207.0,-741892080035.0
020560,2021,-594380650270.0,,,1008216924639.0,374899771186.0,2583000000000.0,241573056764.0,326710547792.0,720540591948.0,-594380650270.0,2430743012608.0,633317153453.0
020560,2022,598763774896.0,,,1857222017933.0,398125920409.0,2577000000000.0,246985510168.0,208397995830.0,720540591948.0,598763774896.0,2311842914050.0,1459096097524.0
020560,2023,619928673329.0,,,1541196232475.0,607632744057.0,1800000000000.0,240285510168.0,30000000000.0,586949610660.0,619928673329.0,1483335899508.0,933563488418.0
020560,2024,275690391993.0,,,1458348831299.0,713040232368.0,1380000000000.0,6761627250.0,300000000000.0,778368375221.0,275690391993.0,908393252029.0,745308598931.0
020560,2025,-345190261173.0,,,136976282201.0,705912908558.0,1780000000000.0,450000000000.0,189144017923.0,788037020136.0,-345190261173.0,1631106997787.0,-568936626357.0
082920,2020,18157419132.0,8763064199.0,971225658.0,24445449911.0,,434073104.0,125000000.0,19840000000.0,37866839849.0,27891708989.0,-17467766745.0,24445449911.0
082920,2021,17422339204.0,9465071889.0,918413424.0,25156496971.0,,529663973.0,,18249818868.0,37866839849.0,27805824517.0,-19087357008.0,25156496971.0
082920,2022,28825464743.0,,,26499147888.0,4981568777.0,534783720.0,,18547696600.0,46550174557.0,28825464743.0,-27467694237.0,21517579111.0
082920,2023,37690323911.0,,,38803959577.0,9988954861.0,434473042.0,,17806086568.0,46550174557.0,37690323911.0,-28309614947.0,28815004716.0
082920,2024,51910636695.0,,,59770374275.0,4071951759.0,240234750.0,,5023856548.0,35565396775.0,51910636695.0,-30301305477.0,55698422516.0
082920,2025,69267801066.0,,,63585597685.0,11396983419.0,1945621762.0,,0.0,27993082655.0,69267801066.0,-26047460893.0,52188614266.0
298020,2020,266559583344.0,,,564818284458.0,53633752518.0,4378333066803.0,298034653844.0,,122242066836.0,266559583344.0,4554125653811.0,511184531940.0
298020,2021,1423650756975.0,,,643292383075.0,382969956403.0,3336746241057.0,333882939863.0,,143763042277.0,1423650756975.0,3526866138643.0,260322426672.0
298020,2022,123593507716.0,,,293383061248.0,414425960494.0,4838012040698.0,409770538469.0,,143763042277.0,123593507716.0,5104019536890.0,-121042899246.0
298020,2023,213392972311.0,,,601975948198.0,261452350553.0,5577356046497.0,405063966777.0,,103107214743.0,213392972311.0,5879312798531.0,340523597645.0
298020,2024,270728036762.0,,,654888206941.0,235593337741.0,5185259267271.0,388314639178.0,,100628602687.0,270728036762.0,5472945303762.0,419294869200.0
298020,2025,251502878527.0,,,456129589664.0,443023452039.0,7310470000611.0,989685550321.0,,98108789418.0,251502878527.0,8202046761514.0,13106137625.0
083650,2020,11266365360.0,,,3501812527.0,314348610.0,127908264400.0,42038200000.0,,22006194065.0,11266365360.0,147940270335.0,3187463917.0
083650,2021,-34587106118.0,,,-17568809782.0,1044601404.0,123120043424.0,42345325000.0,,22006194065.0,-34587106118.0,143459174359.0,-18613411186.0
083650,2022,-19117755790.0,,,15242141340.0,1516828966.0,148359011881.0,40606997500.0,20000000000.0,23603234432.0,-19117755790.0,185362774949.0,13725312374.0
083650,2023,15086698166.0,,,43715223925.0,4207309461.0,159880781169.0,3991995000.0,,23603234432.0,15086698166.0,140269541737.0,39507914464.0
083650,2024,21927258374.0,,,39963225786.0,4469542683.0,184674306469.0,44053000000.0,124568814324.0,17607751787.0,21927258374.0,335688369006.0,35493683103.0
083650,2025,75496618005.0,,,112298107754.0,15636630449.0,268683648508.0,800000000.0,0.0,59951352513.0,75496618005.0,209532295995.0,96661477305.0
012630,2020,544670794788.0,,,-474239487222.0,65917289193.0,1602430617608.0,554552312951.0,587994663772.0,812773889079.0,544670794788.0,1932203705252.0,-540156776415.0
012630,2021,368697035249.0,,,-8772539265.0,2001254283.0,1860908881716.0,1763865357245.0,618111159919.0,812773889079.0,368697035249.0,3430111509801.0,-10773793548.0
012630,2022,158535478442.0,,,-1413595133970.0,449144000503.0,2561715908479.0,982069037892.0,688770849416.0,792767154417.0,158535478442.0,3439788641370.0,-1862739134473.0
012630,2023,312643257338.0,,,244287077986.0,345356240885.0,1214378586586.0,940560733219.0,577788385459.0,792767154417.0,312643257338.0,1939960550847.0,-101069162899.0
012630,2024,344698678103.0,,,508956314618.0,322449461592.0,2772782903170.0,1324635459652.0,1324635459652.0,1094119164790.0,344698678103.0,4327934657684.0,186506853026.0
012630,2025,648868134224.0,,,467347129186.0,172959334725.0,1476794207016.0,1371020188031.0,624433623795.0,1331012843115.0,648868134224.0,2141235175727.0,294387794461.0
007810,2020,,28301957362.0,104728116.0,18845438888.0,26292300403.0,45012561829.0,13104319070.0,,89533260950.0,,-31416380051.0,-7446861515.0
007810,2021,,35796734490.0,382473098.0,66837179704.0,50440755687.0,65016006810.0,36539340000.0,,89533260950.0,,12022085860.0,16396424017.0
007810,2022,,53666530055.0,332651618.0,152598652403.0,253284952762.0,40011043416.0,174231910000.0,,71522634066.0,,142720319350.0,-100686300359.0
007810,2023,-32101224771.0,94354709924.0,51184242.0,53041203586.0,77967381867.0,28915540734.0,205907531622.0,,89526523552.0,62304669395.0,145296548804.0,-24926178281.0
007810,2024,-33153617896.0,111854462289.0,37962426.0,99531409662.0,49791696190.0,54502835453.0,24828947741.0,,136879192953.0,78738806819.0,-57547409759.0,49739713472.0
007810,2025,53816253084.0,65225764953.0,32565458.0,39137875548.0,77111402014.0,87111070999.0,153230904241.0,,136879192953.0,119074583495.0,103462782287.0,-37973526466.0
0009K0,2025,20768575294.0,,,17860180437.0,353685246.0,,,,106407975728.0,20768575294.0,,17506495191.0
294870,2020,585721101017.0,,,-258907141040.0,4600357226.0,1525885000000.0,270000000000.0,587994663772.0,526623633730.0,585721101017.0,1857256030042.0,-263507498266.0
294870,2021,273435124620.0,,,30449503915.0,17131603175.0,1215585000000.0,104459415316.0,488542642389.0,526623633730.0,273435124620.0,1281963423975.0,13317900740.0
294870,2022,116379700606.0,,,-1735144768653.0,82068250831.0,1651800000000.0,585431000000.0,319086609477.0,564304695784.0,116379700606.0,1992012913693.0,-1817213019484.0
294870,2023,195313165155.0,,,640164749834.0,64999373903.0,1136700000000.0,467500000000.0,249359062012.0,564304695784.0,195313165155.0,1289254366228.0,575165375931.0
294870,2024,184636983859.0,,,314398841679.0,34426225744.0,2467059000000.0,580000000000.0,199529588043.0,824527529073.0,184636983859.0,2422061058970.0,279972615935.0
294870,2025,248613789437.0,,,2808096213.0,117724681819.0,1088675000000.0,459188733307.0,1381886354000.0,884034771732.0,248613789437.0,2045715315575.0,-114916585606.0
192080,2020,194184071689.0,,,201817518948.0,494030692.0,75000000000.0,,233572744313.0,60025673271.0,194184071689.0,248547071042.0,201323488256.0
192080,2021,190364411040.0,,,189499036494.0,596551799.0,48849315076.0,,49833945669.0,183881959264.0,190364411040.0,-85198698519.0,188902484695.0
192080,2022,183857429569.0,,,118824453359.0,1144032149.0,50000000000.0,,29956447883.0,302722786822.0,183857429569.0,-222766338939.0,117680421210.0
192080,2023,213292020378.0,,,95878847603.0,632456295.0,,,30000000000.0,302722786822.0,213292020378.0,-272722786822.0,95246391308.0
192080,2024,248734053740.0,,,274743815797.0,1713003302.0,,,20000000000.0,545550269676.0,248734053740.0,-525550269676.0,273030812495.0
007310,2020,198445222459.0,,,91965913851.0,109299447804.0,498799745633.0,155364055682.0,,122149521734.0,198445222459.0,532014279581.0,-17333533953.0
007310,2021,166575352719.0,,,149781780023.0,101878982533.0,410851941803.0,203465309254.0,,222279510992.0,166575352719.0,392037740065.0,47902797490.0
007310,2022,185656436842.0,,,93291314126.0,94863187128.0,762817772030.0,234076005918.0,,241038293666.0,185656436842.0,755855484282.0,-1571873002.0
007310,2023,254893843560.0,,,410835663970.0,124057942805.0,811884812303.0,349741006197.0,,324550590210.0,254893843560.0,837075228290.0,286777721165.0
007310,2024,222014509063.0,,,361114671353.0,184072979709.0,755627722200.0,199675725387.0,,330729499629.0,222014509063.0,624573947958.0,177041691644.0
007310,2025,177251297728.0,,,218874761016.0,182904057891.0,899405233939.0,243476663982.0,,412685029869.0,177251297728.0,730196868052.0,35970703125.0
950160,2020,-35215717.0,803635.0,76089.0,-32308157.0,700597.0,5000000.0,,,39312835.0,-34335993.0,-34312835.0,-33008754.0
950160,2021,-40984035.0,754145.0,76633.0,-34969616.0,478876.0,,,,32739992.0,-40153257.0,,-35448492.0
950160,2022,-12618990.0,663669.0,76003.0,-20724975.0,53038.0,,,,32796306.0,-11879318.0,,-20778013.0
950160,2023,-15707145.0,571584.0,87132.0,-18468576.0,199615.0,,,,32796306.0,-15048429.0,,-18668191.0
950160,2024,-16127329.0,332112.0,29292.0,-14994152.0,94767.0,,,17465292.0,21275420.0,-15765925.0,-3810128.0,-15088919.0
950160,2025,-15695998.0,270017.0,20885.0,-16884915.0,841069.0,,,126571253.0,47210417.0,-15405096.0,79360836.0,-17725984.0
030530,2020,86703656424.0,26085822460.0,4655840332.0,110544902223.0,82184069830.0,253269911246.0,98796000000.0,74099428496.0,88269004002.0,117445319216.0,337896335740.0,28360832393.0
030530,2021,91683503842.0,,,81011416965.0,63335233907.0,185306488148.0,54176010016.0,10880000000.0,132753745996.0,91683503842.0,117608752168.0,17676183058.0
030530,2022,104998891405.0,,,-3673855336.0,84197381199.0,296044623067.0,-73954369811.0,420000000.0,132753745996.0,104998891405.0,89756507260.0,-87871236535.0
030530,2023,45774773657.0,,,132219033011.0,39496387239.0,209656770371.0,162000000000.0,,76627111970.0,45774773657.0,295029658401.0,92722645772.0
030530,2024,30614449862.0,,,101571501571.0,83192769777.0,312353639236.0,120000000000.0,0.0,74012202690.0,30614449862.0,358341436546.0,18378731794.0
030530,2025,-418124396.0,,,118085965498.0,85962417863.0,370834127921.0,69460369663.0,,100930526344.0,-418124396.0,339363971240.0,32123547635.0
183300,2020,35580989385.0,,,52096734949.0,27807318087.0,1186938885.0,0.0,2000000000.0,78020526323.0,35580989385.0,-74833587438.0,24289416862.0
183300,2021,58833840737.0,,,65334009496.0,54072570119.0,1882889495.0,0.0,0.0,86433143358.0,58833840737.0,-84550253863.0,11261439377.0
183300,2022,55397524906.0,,,78653491845.0,29007973002.0,31099600000.0,,0.0,86433143358.0,55397524906.0,-55333543358.0,49645518843.0
183300,2023,33028446745.0,,,65166242206.0,32876785043.0,43250270000.0,90000000000.0,,126459834911.0,33028446745.0,6790435089.0,32289457163.0
183300,2024,112461653836.0,,,115629051097.0,153372481050.0,129144285200.0,112714880000.0,30000000000.0,158376721520.0,112461653836.0,113482443680.0,-37743429953.0
183300,2025,110992280574.0,,,38221369716.0,217670719233.0,192679909879.0,290319882681.0,19264286010.0,158376721520.0,110992280574.0,343887357050.0,-179449349517.0
001430,2020,-245389150281.0,179027229224.0,2356623754.0,385737835559.0,47019965975.0,312488654678.0,255865656000.0,110000000000.0,75697904262.0,-64005297303.0,602656406416.0,338717869584.0
001430,2021,238429625560.0,112023017276.0,2955018071.0,83083139983.0,58725266755.0,791407099742.0,167338805000.0,90000000000.0,75697904262.0,353407660907.0,973048000480.0,24357873228.0
001430,2022,127856465832.0,107440161917.0,2805973440.0,32901932284.0,103147592459.0,1022121368543.0,69383480240.0,236475410480.0,136897186911.0,238102601189.0,1191083072352.0,-70245660175.0
001430,2023,196690160681.0,103064229171.0,2237150032.0,229768401458.0,119273320873.0,418941903560.0,201202491236.0,120316505894.0,136897186911.0,301991539884.0,603563713779.0,110495080585.0
001430,2024,52332166350.0,113058351292.0,3909880956.0,318005330699.0,167282382438.0,526057893340.0,174856560000.0,552360621161.0,263554899330.0,169300398598.0,989720175171.0,150722948261.0
001430,2025,98411992401.0,118221487073.0,8095049294.0,113476256502.0,188882764334.0,721758359822.0,314807321563.0,443702077149.0,263554899330.0,224728528768.0,1216712859204.0,-75406507832.0
043260,2020,2839232141.0,,,579522885.0,7341756347.0,61520103688.0,5800000000.0,38316168.0,2909066216.0,2839232141.0,64449353640.0,-6762233462.0
043260,2021,1230300206.0,,,-11656893260.0,12563308341.0,85906233835.0,16139768993.0,0.0,5162489078.0,1230300206.0,96883513750.0,-24220201601.0
043260,2022,2045667031.0,,,39413519770.0,14715379284.0,52703764115.0,42549130438.0,0.0,36753095982.0,2045667031.0,58499798571.0,24698140486.0
043260,2023,25857169613.0,,,4542419694.0,6143319337.0,37159343046.0,15471928033.0,10000000000.0,47585265593.0,25857169613.0,15046005486.0,-1600899643.0
043260,2024,6311648229.0,,,25180275767.0,36289657870.0,46476394895.0,32184026700.0,109938778253.0,47585265593.0,6311648229.0,141013934255.0,-11109382103.0
043260,2025,7551422708.0,,,20087039309.0,4537629021.0,168601403106.0,15137100700.0,168601403106.0,36916097651.0,7551422708.0,315423809261.0,15549410288.0
003540,2023,161317426000.0,38619215000.0,,,11611326000.0,,,2840591086000.0,1599596927000.0,199936641000.0,1240994159000.0,
003540,2024,83593035000.0,38045826000.0,,,-14939417000.0,,,3799445786000.0,1564366567000.0,121638861000.0,2235079219000.0,
003540,2025,301402464000.0,50867931000.0,,,28896942000.0,,,6087979133000.0,2715719430000.0,352270395000.0,3372259703000.0,
017960,2020,75727689500.0,,,69432784322.0,-1809861141.0,7330000000.0,17112540000.0,,65809490579.0,75727689500.0,-41366950579.0,67622923181.0
017960,2021,32732355547.0,,,25507209159.0,-993944349.0,7098000000.0,15948570000.0,,65809490579.0,32732355547.0,-42762920579.0,24513264810.0
017960,2022,24798059067.0,,,-7798849185.0,-2160037714.0,44318000000.0,15953495200.0,,53576755408.0,24798059067.0,6694739792.0,-9958886899.0
017960,2023,16465724514.0,,,56519869189.0,-2227348643.0,95940061721.0,21104800000.0,10000000000.0,66697909049.0,16465724514.0,60346952672.0,54292520546.0
017960,2024,45446301892.0,,,150534191281.0,1874606649.0,124261498877.0,16225356500.0,47232301871.0,66697909049.0,45446301892.0,121021248199.0,148659584632.0
017960,2025,130950531954.0,,,131542994323.0,199550497.0,68059375742.0,8605950000.0,81871440000.0,57866929673.0,130950531954.0,100669836069.0,131343443826.0
004000,2020,139232923700.0,,,253112488585.0,177383329699.0,2007360000.0,,80000000000.0,10560868271.0,139232923700.0,71446491729.0,75729158886.0
004000,2021,244513587616.0,,,308521791730.0,111827207419.0,1342340000.0,,,228812533767.0,244513587616.0,-227470193767.0,196694584311.0
004000,2022,404310707357.0,,,637910729053.0,144454784531.0,1351200000.0,,,577991129172.0,404310707357.0,-576639929172.0,493455944522.0
004000,2023,154778355081.0,,,224132608910.0,99978561185.0,713295000.0,,,577991129172.0,154778355081.0,-577277834172.0,124154047725.0
004000,2024,50372565787.0,,,160035617060.0,198117006467.0,4102122905.0,,,460888466727.0,50372565787.0,-456786343822.0,-38081389407.0
004000,2025,74361152818.0,,,300890349404.0,271573859718.0,842860000.0,,,298477570283.0,74361152818.0,-297634710283.0,29316489686.0
218410,2020,-2996706640.0,22631075095.0,730689758.0,-24172595586.0,26388965776.0,37701300000.0,19248410000.0,38800000000.0,109604700468.0,20365058213.0,-13854990468.0,-50561561362.0
218410,2021,4363911122.0,,,22097622804.0,9781806452.0,15780000000.0,18737010000.0,32541942575.0,33681407353.0,4363911122.0,33377545222.0,12315816352.0
218410,2022,802971835.0,,,3968742424.0,23479810280.0,27547300000.0,3290680000.0,38156276281.0,85438279950.0,802971835.0,-16444023669.0,-19511067856.0
218410,2023,303024279.0,,,15959063595.0,42544778901.0,29780000000.0,3290680000.0,28398965993.0,85438279950.0,303024279.0,-23968633957.0,-26585715306.0
218410,2024,1529788265.0,,,32421992405.0,22018639648.0,27780000000.0,16600000000.0,29650000000.0,110774176940.0,1529788265.0,-36744176940.0,10403352757.0
082640,2023,334329279110.0,,,,6333404045.0,,,,961674860600.0,334329279110.0,,
082640,2024,368058158055.0,,,,8841776008.0,,,,961674860600.0,368058158055.0,,
082640,2025,198812000000.0,,,,4895000000.0,,,1210212000000.0,269108000000.0,198812000000.0,941104000000.0,
181710,2020,102193457994.0,,29975314858.0,141296327841.0,45693034474.0,182264120989.0,43194114351.0,,534565227367.0,132168772852.0,-309106992027.0,95603293367.0
181710,2021,97869201232.0,,36826697035.0,226363126341.0,72974364133.0,145733335426.0,40999045361.0,,596402620636.0,134695898267.0,-409670239849.0,153388762208.0
181710,2022,39053530657.0,,42436271181.0,25879607329.0,130200838518.0,113082253690.0,71739247983.0,,630550920363.0,81489801838.0,-445729418690.0,-104321231189.0
181710,2023,55598405513.0,,54595256922.0,165311652383.0,317917384608.0,598027463674.0,222268469247.0,,771671803089.0,110193662435.0,48624129832.0,-152605732225.0
181710,2024,-192599078282.0,61970090448.0,18471968718.0,47032770723.0,48019370170.0,398380428224.0,17200000000.0,175685019749.0,771671803089.0,-112157019116.0,-180406355116.0,-986599447.0
181710,2025,132434145572.0,63905042964.0,17493684601.0,373978033332.0,60967003612.0,290960738150.0,27532369175.0,153350302604.0,1563677274768.0,213832873137.0,-1091833864839.0,313011029720.0
039200,2020,-2046709557.0,770508437.0,180353314.0,-17881396374.0,,1100000000.0,1259442400.0,18100.0,49234522421.0,-1095847806.0,-46875061921.0,-17881396374.0
039200,2021,-28589754575.0,1276003176.0,144640798.0,-8761867982.0,,7144420000.0,563220000.0,,10581667547.0,-27169110601.0,-2874027547.0,-8761867982.0
039200,2022,-28638371344.0,1544368134.0,111464217.0,-26420974927.0,,9294980000.0,375480000.0,,10581667547.0,-26982538993.0,-911207547.0,-26420974927.0
039200,2023,-32655289595.0,1705393281.0,103942561.0,-22047670114.0,,5482722000.0,375480000.0,,7951488609.0,-30845953753.0,-2093286609.0,-22047670114.0
039200,2024,-2733857885.0,1769878112.0,119732909.0,-26033707918.0,,2727960000.0,187740000.0,12275820000.0,13106075270.0,-844246864.0,2085444730.0,-26033707918.0
039200,2025,52081332705.0,1481516793.0,141389361.0,8302368829.0,,,,9485219913.0,15192017092.0,53704238859.0,-5706797179.0,8302368829.0
078600,2020,9021433663.0,,,10103631570.0,11642864013.0,52948094515.0,38455176626.0,,18819723334.0,9021433663.0,72583547807.0,-1539232443.0
078600,2021,17596082568.0,,,7542102891.0,25282718676.0,,4104483340.0,79999921188.0,34262742362.0,17596082568.0,49841662166.0,-17740615785.0
078600,2022,11970916445.0,,,21656892928.0,31744570242.0,,,74436502653.0,66805291570.0,11970916445.0,7631211083.0,-10087677314.0
078600,2023,6208941102.0,,,4808495155.0,105157725263.0,,,79999921188.0,66805291570.0,6208941102.0,13194629618.0,-100349230108.0
078600,2024,29353571296.0,,,23879378778.0,100771105317.0,153656208924.0,51463333345.0,102203385553.0,82058402880.0,29353571296.0,225264524942.0,-76891726539.0
078600,2025,20686125141.0,,,10948730100.0,23384824711.0,175574260916.0,48799520657.0,108484493684.0,87095348554.0,20686125141.0,245762926703.0,-12436094611.0
003570,2020,13625430204.0,,,52533434664.0,949619028.0,0.0,,,56830356790.0,13625430204.0,,51583815636.0
003570,2021,20587466954.0,,,1598438949.0,1985893327.0,0.0,,,42953022264.0,20587466954.0,,-387454378.0
003570,2022,25764818854.0,,,19209350641.0,2959375676.0,,,,15838928851.0,25764818854.0,,16249974965.0
003570,2023,49529807111.0,,,108924475855.0,3092488285.0,,,,60154336652.0,49529807111.0,,105831987570.0
003570,2024,123890545712.0,,,-10025232083.0,21457518236.0,,,,94529035586.0,123890545712.0,,-31482750319.0
003570,2025,85457001419.0,,,-59125830346.0,22890679432.0,,,109944380000.0,94529035586.0,85457001419.0,15415344414.0,-82016509778.0
005070,2020,12437917352.0,,,-1878940666.0,28054330318.0,74839545155.0,18483180000.0,9409736194.0,30556843266.0,12437917352.0,72175618083.0,-29933270984.0
005070,2021,21792842464.0,,,26043953080.0,41048351289.0,67148227570.0,30000000000.0,15000000000.0,22447612822.0,21792842464.0,89700614748.0,-15004398209.0
005070,2022,32475176321.0,,,544779357.0,20217424874.0,116727941604.0,33333280000.0,,34053765022.0,32475176321.0,116007456582.0,-19672645517.0
005070,2023,32324547766.0,,,-28882803276.0,102129505052.0,152217284233.0,18133240000.0,,60397391931.0,32324547766.0,109953132302.0,-131012308328.0
005070,2024,25002358115.0,,,9073737738.0,187964759829.0,276261603818.0,12133400000.0,,60397391931.0,25002358115.0,227997611887.0,-178891022091.0
005070,2025,2378317974.0,,,138233443406.0,45847352800.0,214371712000.0,12133280000.0,,34975008569.0,2378317974.0,191529983431.0,92386090606.0
361610,2021,89175689000.0,,,109401204000.0,600995484000.0,-7143040000.0,465551342000.0,,235653986000.0,89175689000.0,222754316000.0,-491594280000.0
361610,2022,-52295439000.0,,,20565303000.0,754419795000.0,25217951000.0,868078762000.0,,462679884000.0,-52295439000.0,430616829000.0,-733854492000.0
361610,2023,32027920000.0,,,125297935000.0,498964295000.0,105982442000.0,940239726000.0,,538288578000.0,32027920000.0,507933590000.0,-373666360000.0
361610,2024,-313335471000.0,,,-87239413000.0,313527789000.0,129123494000.0,691356047000.0,324111387000.0,538288578000.0,-313335471000.0,606302350000.0,-400767202000.0
361610,2025,-246364302000.0,,,-33358864000.0,121451109000.0,169179804000.0,708365121000.0,388875418000.0,408979015000.0,-246364302000.0,857441328000.0,-154809973000.0
100090,2020,29049486060.0,,,-57535800978.0,3149435923.0,134464962529.0,108710771200.0,38996457760.0,12419397923.0,29049486060.0,269752793566.0,-60685236901.0
100090,2021,26431994695.0,,,137645036812.0,35413425204.0,202221002463.0,44906498610.0,31355222149.0,96472373333.0,26431994695.0,182010349889.0,102231611608.0
100090,2022,71940779701.0,,,68590235479.0,116129246471.0,66086793610.0,7843032000.0,166702581334.0,96472373333.0,71940779701.0,144160033611.0,-47539010992.0
100090,2023,75604296314.0,,,-138203118639.0,110825184979.0,,32866632000.0,34721462458.0,86209562699.0,75604296314.0,-18621468241.0,-249028303618.0
100090,2024,41797283162.0,,,135367332623.0,151403295923.0,107670400000.0,65304232000.0,38360724147.0,70888490576.0,41797283162.0,140446865571.0,-16035963300.0
100090,2025,59509493978.0,,,-39768234445.0,58655129356.0,108676232000.0,98628000000.0,33014688.0,70888490576.0,59509493978.0,136448756112.0,-98423363801.0
127120,2020,-8058790289.0,2017847211.0,119452825.0,849384017.0,1098119047.0,0.0,249960000.0,13094184217.0,36945103061.0,-5921490253.0,-23600958844.0,-248735030.0
127120,2021,-5152362148.0,1657880170.0,32142243.0,-6428611731.0,4019990363.0,-1050000000.0,249960000.0,0.0,36945103061.0,-3462339735.0,-37745143061.0,-10448602094.0
127120,2022,-5147247988.0,1872082579.0,20129114.0,910272786.0,4931573079.0,0.0,5000000000.0,0.0,10732721858.0,-3255036295.0,-5732721858.0,-4021300293.0
127120,2023,-4342056425.0,1504672230.0,22689783.0,-5029568114.0,2876021283.0,1000000000.0,,,10732721858.0,-2814694412.0,-9732721858.0,-7905589397.0
127120,2024,-9111567866.0,,,-6780800894.0,16716345941.0,1000000000.0,,17000000000.0,6568253610.0,-9111567866.0,11431746390.0,-23497146835.0
127120,2025,-12486699717.0,,,-9386631119.0,44048504978.0,9300000000.0,5000000000.0,37504736503.0,40430705647.0,-12486699717.0,11374030856.0,-53435136097.0
030610,2023,70278210960.0,,,,10747749760.0,,,263000000000.0,199321952363.0,70278210960.0,63678047637.0,
